31,53,82,89,16,75,5,73,56,73
29,67,25,62,35,59,94,33,99,13
88,68,98,76,86,43,58,75,42,64
65,43,48,60,3,90,27,84,12,47
61,5,23,99,58,44,19,13,53,27
92,6,82,50,19,52,23,23,81,62
55,64,48,12,63,91,98,90,53,37
41,74,28,20,78,36,1,28,41,22
85,3,92,74,56,4,12,53,71,100
46,100,2,69,8,6,56,23,30,17
30,71,55,71,6,18,9,20,49,34
78,59,42,49,18,84,7,70,71,79
62,16,65,12,99,12,42,35,58,88
59,95,31,43,61,99,27,29,58,98
50,68,81,68,6,7,80,53,93,80
89,10,44,64,69,26,8,25,15,15
12,8,28,73,90,99,74,13,12,12
87,38,1,51,52,9,76,63,89,18
25,18,10,63,63,19,96,72,54,34
49,37,27,53,29,96,83,100,54,24
60,55,8,86,7,39,88,53,85,30
25,79,16,56,52,84,20,94,11,58
90,25,7,64,35,95,53,52,73,39
50,95,6,84,47,67,67,7,65,19
5,40,48,20,4,51,31,4,43,92
42,26,12,51,100,67,76,16,17,50
39,97,57,98,52,94,78,38,48,77
91,90,89,16,7,34,84,7,41,97
63,7,61,38,4,14,3,8,56,54
5,10,93,78,84,1,1,82,74,75
21,85,87,22,27,48,36,17,28,67
58,3,66,90,32,69,25,2,72,67
48,98,3,33,61,6,25,18,32,80
19,94,72,27,48,91,34,36,32,58
50,85,57,8,24,26,31,43,13,39
92,81,53,62,85,13,53,94,22,45
42,49,85,12,56,77,37,38,32,42
44,29,2,7,31,55,69,50,65,51
4,52,8,7,56,69,60,25,93,66
16,82,22,52,51,21,38,18,43,39
97,29,13,82,53,51,51,30,6,31
36,95,29,65,24,93,78,53,41,12
29,36,68,90,92,60,20,78,90,39
2,4,36,83,94,41,38,56,22,55
5,70,86,78,93,69,10,92,79,54
95,17,66,4,55,25,15,71,16,34
21,15,53,95,49,26,42,82,48,83
3,74,58,11,38,8,47,80,28,50
88,23,15,46,89,73,92,5,55,45
71,70,15,89,92,84,97,99,35,96
18,89,84,30,22,47,44,45,98,91
47,56,89,12,29,35,98,10,64,12
41,33,57,8,62,79,51,33,86,25
79,45,64,99,48,12,19,6,60,15
11,6,38,59,32,88,6,90,68,4
30,68,43,19,86,37,63,24,6,43
77,4,27,47,44,3,32,82,76,69
48,24,80,82,83,85,54,95,76,63
68,14,82,11,50,31,45,76,94,82
84,16,56,90,35,13,58,6,56,3
11,41,42,87,48,62,44,53,84,90
78,39,63,63,87,15,90,17,26,47
33,54,18,24,67,53,63,26,21,99
76,59,66,87,91,95,72,81,43,9
62,86,47,21,22,60,5,35,65,93
74,66,58,4,70,96,56,27,12,8
33,60,1,87,58,40,65,92,78,36
39,2,65,51,24,63,37,52,8,86
77,91,47,70,100,98,13,86,56,23
24,69,22,27,17,46,12,96,83,44
38,66,13,25,79,22,30,80,44,6
31,78,65,24,15,38,42,95,94,76
20,18,91,45,84,55,50,56,7,36
57,52,58,65,23,99,1,30,20,47
31,10,99,52,12,61,82,28,55,14
100,18,26,44,33,97,66,33,22,19
71,32,82,96,61,96,12,55,5,38
58,78,84,11,1,36,61,28,63,64
77,61,96,100,51,92,63,36,17,54
10,50,35,52,94,59,27,12,71,36
81,31,90,52,82,82,100,25,33,62
28,13,66,45,22,72,12,49,78,74
51,72,34,87,33,94,86,86,86,59
3,16,60,67,3,13,10,34,4,69
29,8,88,69,97,24,14,1,19,69
2,6,54,36,60,69,11,20,36,31
63,36,90,58,83,46,22,26,45,20
14,89,19,82,91,15,18,43,90,26
15,77,25,55,30,84,86,73,53,99
33,72,37,91,69,84,57,53,71,62
43,45,44,42,59,81,65,94,7,71
50,22,45,96,48,92,31,5,51,23
61,14,26,29,55,57,98,19,47,2
39,55,46,52,41,70,44,35,54,21
50,96,24,27,72,9,44,32,97,50
59,79,30,84,17,94,75,67,12,55
96,2,59,99,40,88,53,84,41,25
34,17,27,78,72,51,20,95,100,74
43,82,31,39,27,42,50,38,76,11
91,90,86,9,77,56,47,7,96,53
53,22,26,93,63,25,76,90,8,95
21,55,33,65,13,49,99,45,27,78
70,3,10,81,27,85,46,86,41,54
7,57,86,92,5,53,51,19,18,51
21,24,52,73,64,53,26,74,88,98
4,86,57,94,27,26,40,35,89,52
70,35,65,39,25,4,56,92,95,2
44,66,40,25,28,58,42,77,14,17
9,15,60,17,93,9,70,100,49,10
11,69,62,13,67,98,51,29,96,58
42,91,20,89,75,32,1,74,69,32
37,5,49,79,92,57,23,97,44,100
43,72,23,36,34,43,92,13,51,12
80,11,57,22,94,33,76,98,48,35
15,76,34,23,13,32,9,68,36,95
25,48,54,67,3,34,89,9,65,47
81,13,41,56,62,9,51,99,47,5
40,1,90,6,16,90,96,95,8,36
74,52,13,38,83,96,94,93,92,40
82,6,7,61,7,99,78,80,22,69
62,67,31,53,57,75,16,21,75,86
71,29,57,50,83,68,94,38,95,99
7,74,14,64,70,77,43,61,25,80
55,89,98,78,38,68,28,73,39,32
75,88,34,24,92,50,30,99,72,48
55,84,92,90,29,63,81,86,21,38
87,18,65,80,20,40,85,43,56,27
15,65,62,59,44,68,90,69,2,70
58,4,65,13,2,61,26,44,38,48
11,1,22,87,50,8,63,20,58,18
78,61,67,2,44,43,91,36,24,5
99,3,4,78,65,60,92,3,62,67
80,9,81,19,36,99,40,9,46,16
54,96,51,39,4,19,41,14,89,51
47,83,53,35,4,32,57,51,79,78
70,14,22,12,70,69,77,7,46,42
76,66,66,36,9,33,51,2,46,23
17,12,44,59,54,45,32,16,67,21
26,35,26,80,69,12,68,43,43,33
16,42,29,53,96,22,88,56,46,49
73,21,87,39,45,26,99,65,46,70
27,24,13,95,50,5,6,78,36,28
40,23,37,79,91,35,68,20,98,99
34,38,4,5,47,29,66,80,32,84
4,26,84,93,26,84,12,33,32,56
58,37,72,41,85,25,73,78,65,91
38,81,100,78,80,87,72,33,33,36
26,21,93,11,21,2,67,39,35,83
58,1,77,61,91,39,66,53,10,77
67,72,21,92,71,35,37,3,10,18
63,73,70,31,25,88,65,5,76,85
38,29,79,47,35,94,56,88,26,34
4,55,14,88,32,89,67,19,72,24
3,6,62,21,61,71,68,23,95,37
42,6,86,79,34,19,55,64,3,24
1,6,72,85,93,98,19,33,52,63
77,32,85,41,90,41,59,9,4,48
72,61,84,97,37,89,47,79,95,3
63,76,85,85,78,56,40,90,72,28
12,74,100,38,49,58,59,63,36,48
41,20,24,94,84,47,7,6,96,84
94,41,60,12,49,30,95,15,65,65
34,75,92,8,45,15,91,17,4,4
42,35,9,34,7,78,58,57,100,92
64,84,22,44,59,50,26,63,67,76
86,23,83,92,96,24,54,63,19,36
45,21,7,11,86,39,11,88,19,88
33,19,22,79,61,19,27,24,8,39
35,86,8,10,54,6,86,6,87,58
39,14,63,91,79,43,83,23,30,47
52,1,93,78,46,63,70,47,22,62
31,17,42,36,81,82,73,33,2,88
60,31,67,33,33,36,75,6,98,48
36,97,98,83,38,69,85,32,34,20
12,82,77,49,20,83,37,33,97,22
100,53,90,43,12,56,55,49,71,7
21,46,28,40,65,37,19,89,78,60
67,65,3,94,74,83,83,20,21,53
44,26,84,99,95,22,45,94,7,40
30,18,32,87,85,35,90,78,45,28
79,89,11,72,66,42,52,29,63,76
67,84,31,77,72,85,2,47,56,93
74,29,60,77,21,24,29,98,46,4
72,78,78,66,83,58,87,72,35,20
67,75,57,100,38,57,81,1,29,53
9,39,89,12,4,93,85,88,40,50
84,49,52,44,99,64,7,44,69,53
58,33,7,45,78,98,92,31,19,33
24,88,22,24,50,26,63,24,9,6
55,7,95,92,48,16,55,61,93,21
26,48,98,7,9,54,81,92,2,92
20,85,99,58,45,16,75,25,5,87
27,32,60,89,71,37,12,62,68,37
86,91,2,99,98,32,74,87,42,80
82,64,25,24,11,24,33,75,53,96
44,29,1,57,88,82,48,73,85,43
78,31,71,89,87,55,78,16,56,89
36,4,2,23,8,5,63,53,76,29
17,99,60,65,44,81,11,79,32,24
9,40,31,17,27,74,6,28,94,83
49,77,4,15,32,82,21,51,24,16
84,99,56,18,66,82,83,37,29,25
83,84,74,32,18,65,94,97,8,18
43,45,77,14,7,72,17,28,52,51
61,17,64,16,100,89,60,32,94,77
96,63,57,61,77,14,53,66,83,7
88,51,87,39,33,11,40,10,65,86
95,72,2,66,6,61,55,12,66,82
79,35,19,55,49,48,99,93,46,19
31,17,80,11,47,15,15,85,64,26
2,5,1,95,73,8,99,8,77,65
80,94,47,83,81,39,80,99,11,14
53,22,78,20,55,24,69,74,41,55
52,60,13,3,25,5,54,73,35,48
91,47,78,98,86,76,57,46,19,30
43,40,47,86,20,23,100,76,28,88
62,15,2,96,66,12,30,2,12,95
98,23,73,86,30,40,29,84,94,8
52,86,45,77,95,97,76,36,25,39
38,31,69,4,82,59,23,26,31,50
53,19,91,8,76,47,15,26,36,43
11,31,92,67,92,51,79,91,50,83
65,32,40,90,5,99,90,73,43,38
30,48,78,55,92,62,43,87,29,31
91,72,49,13,98,10,19,99,65,27
61,67,88,31,5,52,39,78,61,90
61,57,48,55,40,60,85,84,10,75
57,15,20,40,63,72,63,70,45,86
83,12,51,32,35,45,74,85,88,14
45,12,52,65,96,22,82,93,33,38
61,63,36,51,54,24,22,97,98,68
63,3,33,25,44,60,91,1,39,2
41,14,30,8,51,86,51,66,97,4
29,95,19,93,90,16,38,79,43,8
76,82,81,55,40,59,69,21,83,73
29,12,61,32,6,63,88,78,36,22
94,40,51,81,76,4,41,10,25,77
53,8,11,54,28,28,99,98,89,36
30,86,72,88,20,52,28,15,85,3
62,64,32,30,40,69,32,25,90,92
58,28,70,47,71,90,88,100,99,20
73,66,76,91,44,52,6,14,38,77
9,97,34,48,78,54,34,49,91,100
60,24,63,53,48,25,44,70,35,86
1,56,68,18,30,47,59,30,33,11
8,19,38,59,45,11,38,3,68,89
77,74,59,82,58,1,7,67,37,48
95,35,20,73,92,69,38,77,24,2
68,80,94,17,12,31,12,32,72,23
37,43,57,77,94,27,69,18,45,86
77,84,83,49,32,46,52,34,1,32
63,38,77,47,5,19,66,21,29,7
61,43,70,64,86,68,61,61,66,37
22,96,56,86,15,22,26,6,52,80
67,48,48,9,3,27,25,4,58,64
59,31,22,74,24,53,100,40,44,80
43,77,51,99,67,39,75,28,72,76
66,86,87,93,40,6,62,1,73,13
40,76,96,99,42,18,27,73,45,50
7,18,8,15,50,19,19,84,50,37
44,22,94,24,72,95,6,46,28,31
82,96,99,13,81,74,16,12,55,96
56,54,5,20,25,100,40,14,49,26
30,84,36,90,15,91,43,46,63,52
62,12,30,31,7,13,9,13,46,12
24,56,88,62,18,59,74,52,61,29
90,86,64,77,42,34,75,26,78,86
95,46,88,5,57,56,56,10,3,5
57,72,11,4,82,42,29,35,53,75
64,5,48,30,17,21,60,42,50,27
21,10,98,30,35,13,72,19,51,23
59,50,34,21,11,47,100,70,99,86
12,45,53,16,50,66,9,33,20,33
59,67,68,29,36,99,100,42,61,33
85,26,77,25,24,57,39,58,54,6
36,90,67,4,74,87,28,14,51,63
34,48,22,20,23,9,67,43,72,67
82,10,90,26,46,100,100,96,29,79
59,68,4,98,87,85,73,91,67,32
10,39,43,38,7,99,9,60,31,44
98,95,66,39,53,94,48,50,97,89
49,27,86,100,15,11,55,18,21,76
88,85,6,20,18,42,96,49,30,65
46,85,3,94,1,8,80,53,81,11
8,67,83,41,100,14,61,6,54,94
81,87,27,12,71,44,53,29,59,27
26,58,17,68,97,30,100,49,38,7
100,26,80,75,48,25,19,92,20,2
18,20,99,82,43,58,55,66,91,47
54,93,27,37,14,81,81,92,21,22
33,69,73,54,69,14,36,71,48,12
74,10,86,43,67,44,21,8,2,27
70,9,27,61,13,63,46,52,59,29
49,69,93,63,50,2,77,34,32,86
74,13,44,79,10,9,72,44,62,52
63,31,45,92,100,55,74,35,31,22
38,24,70,67,45,15,37,18,47,95
80,77,25,59,2,97,66,3,27,2
70,69,36,4,20,82,47,91,27,38
34,44,72,89,56,81,66,29,25,84
65,99,23,93,34,65,90,10,100,57
18,31,98,50,7,77,36,31,97,91
59,14,76,28,88,25,41,22,69,42
72,7,23,61,43,1,87,5,53,42
82,98,52,1,24,50,58,62,47,74
28,55,72,27,78,22,81,28,5,68
21,50,16,42,90,25,90,40,2,1
73,45,26,34,83,26,98,17,94,1
23,9,68,2,34,38,31,49,77,79
91,70,10,85,65,20,44,71,46,99
71,92,15,11,30,29,65,44,94,3
93,38,60,13,5,48,9,93,1,91
54,53,9,74,44,14,27,4,59,66
66,30,93,54,6,99,98,56,67,79
74,33,64,72,50,50,68,89,35,8
38,57,73,13,74,22,65,86,5,77
31,97,31,23,72,41,11,29,91,62
27,9,41,62,43,88,25,88,28,47
90,18,66,100,17,30,62,65,74,42
58,4,33,19,47,5,20,34,72,30
54,22,76,47,4,1,85,52,80,88
60,91,55,8,45,57,58,26,73,83
95,21,45,79,30,89,89,3,95,2
36,89,49,40,59,74,76,19,13,23
43,62,88,5,7,22,98,95,71,17
99,24,33,71,68,57,82,8,62,2
50,78,56,96,23,52,49,39,74,25
1,34,41,50,79,87,30,13,86,65
77,11,66,32,24,17,10,25,24,3
18,72,49,77,30,81,89,81,59,7
69,78,64,52,9,6,14,76,29,48
44,92,96,17,47,24,44,34,59,88
99,13,100,71,95,41,15,94,11,55
17,81,91,68,12,64,65,77,17,37
86,6,33,53,76,25,65,97,70,28
34,49,26,27,22,87,10,59,55,85
41,42,43,70,63,41,97,82,44,52
70,74,74,18,31,77,57,85,93,74
13,99,20,75,30,57,63,66,63,4
57,61,54,68,48,19,70,52,36,37
13,26,5,26,13,13,50,77,73,86
46,17,80,60,71,35,54,50,79,20
85,12,19,42,95,32,66,95,79,16
95,3,65,82,20,94,14,29,19,26
8,47,9,28,30,41,1,41,37,78
42,71,92,1,12,9,17,87,58,23
74,79,22,71,31,91,43,13,41,25
20,41,78,98,45,6,70,20,22,25
67,82,30,69,25,84,24,45,65,31
73,44,79,22,54,1,48,67,16,58
81,29,31,33,100,40,89,1,67,100
38,46,38,47,82,49,60,25,66,15
5,75,13,5,57,62,45,51,29,24
2,18,38,3,60,95,67,89,36,89
40,83,31,81,34,33,31,57,9,86
83,18,44,52,20,79,54,84,96,2
32,90,31,71,33,47,64,76,5,60
12,72,7,75,95,69,88,43,77,100
25,24,29,34,87,96,84,25,90,78
62,85,92,14,23,60,51,79,12,76
11,59,99,18,41,10,92,55,36,47
32,27,95,46,38,62,93,26,49,88
70,62,84,63,44,42,31,17,61,87
27,40,26,6,56,47,31,88,40,52
68,79,71,21,80,94,75,38,26,67
68,64,21,32,43,66,54,11,3,20
70,30,67,1,45,61,14,15,89,49
6,32,88,19,32,52,44,14,98,78
52,15,10,6,28,66,45,75,72,39
100,62,83,24,43,26,47,79,42,63
82,50,64,86,23,12,22,10,9,44
35,20,39,49,13,93,90,65,49,35
15,34,54,93,42,37,1,62,7,14
99,92,43,93,56,11,72,91,61,22
96,2,90,89,70,59,52,23,40,13
31,59,65,51,63,18,90,7,24,42
59,9,11,21,14,58,14,38,94,33
2,95,16,41,24,9,57,38,17,71
68,8,38,93,58,25,98,91,96,99
15,41,35,49,59,4,92,37,85,92
22,64,76,49,64,7,70,19,95,11
11,74,12,82,87,81,45,34,33,16
64,4,8,50,19,20,33,6,70,34
57,64,75,89,91,67,31,88,15,20
100,1,67,90,18,55,23,65,44,30
13,93,70,91,40,37,48,23,90,14
76,51,85,44,38,1,49,79,65,29
23,35,46,26,54,63,2,40,62,52
29,20,45,86,20,50,40,24,21,53
74,43,57,92,26,7,5,91,97,11
57,19,23,75,81,66,61,3,73,88
13,76,4,2,11,15,95,1,85,53
67,50,72,37,17,71,63,25,75,72
63,97,50,66,5,17,24,16,99,26
11,75,18,45,100,22,35,14,95,92
48,69,77,60,81,71,90,34,50,86
56,64,85,72,73,45,61,6,38,1
74,73,15,23,99,49,93,19,89,12
60,45,97,76,81,20,26,69,13,95
11,36,81,49,59,16,41,97,99,57
92,24,87,68,5,81,57,95,17,25
51,45,55,45,18,1,19,49,37,28
42,60,65,39,99,3,82,59,13,45
12,49,93,23,50,83,22,98,20,33
10,11,43,89,80,15,24,50,34,35
53,49,45,77,15,41,46,85,56,55
93,71,43,77,43,87,54,40,81,54
93,32,42,40,45,38,70,5,19,85
2,46,44,44,56,14,99,5,29,30
52,46,21,22,84,50,13,33,70,16
58,9,78,27,58,52,93,45,72,36
36,88,56,100,47,4,60,60,54,8
15,3,22,99,57,19,92,74,80,54
68,18,77,77,97,97,11,80,24,43
42,20,58,19,45,85,40,51,6,36
78,93,27,79,91,40,27,30,5,55
65,4,80,23,80,37,64,6,61,89
59,32,87,98,89,44,74,19,89,99
12,44,34,21,94,95,73,20,38,57
21,6,30,43,55,44,16,27,79,19
47,69,95,78,80,20,50,31,93,16
35,1,99,72,44,54,43,31,58,31
84,20,72,100,96,61,45,52,12,86
41,25,2,91,60,56,34,95,22,72
32,95,59,49,74,77,61,28,80,98
35,95,44,95,82,71,28,81,41,73
3,97,14,75,12,60,64,48,100,15
85,98,33,70,1,41,73,31,21,12
33,59,83,91,53,38,67,9,60,56
51,10,15,73,16,92,68,40,22,15
1,67,58,62,34,16,57,46,43,26
38,42,67,19,36,7,89,74,91,71
5,22,53,6,28,87,89,15,35,58
42,18,63,52,84,52,26,70,77,18
32,45,17,96,3,74,6,99,98,21
87,10,79,63,69,29,77,26,36,48
46,70,10,68,84,89,9,69,16,44
79,15,6,100,93,29,74,71,49,84
26,54,88,7,10,94,30,81,25,61
9,69,11,23,54,32,7,91,47,42
79,22,36,49,50,60,94,7,78,35
15,31,35,32,14,78,33,72,85,53
1,58,16,29,89,30,66,33,47,12
87,30,62,71,71,17,38,67,19,17
17,74,4,1,19,24,55,70,89,99
73,60,68,12,54,78,4,21,5,50
69,97,46,64,20,88,86,81,63,59
61,37,79,52,88,68,79,4,6,70
61,5,52,18,76,57,72,80,10,96
30,7,92,3,65,1,12,28,53,85
57,6,97,78,6,48,100,3,86,43
30,35,44,33,45,63,59,27,29,42
31,4,67,17,15,94,53,92,11,77
43,57,41,32,53,91,9,61,30,84
44,32,87,63,4,26,55,6,45,73
77,42,81,67,53,8,50,64,89,25
51,7,20,2,46,20,72,61,53,40
71,59,67,19,69,58,21,94,59,49
65,54,17,92,98,68,35,45,25,30
45,53,71,17,67,15,31,79,74,24
64,47,13,24,83,6,52,43,42,24
9,7,48,86,83,69,60,10,74,99
40,96,59,27,64,29,21,12,53,79
53,69,7,100,63,68,32,42,77,71
43,2,19,34,19,74,83,71,71,63
76,32,88,26,71,23,31,37,72,7
29,73,96,40,55,42,43,2,79,72
97,56,69,63,79,2,78,13,44,70
90,40,47,98,6,20,91,41,69,37
76,5,6,95,2,9,67,31,92,89
75,90,6,88,65,36,17,5,8,33
49,75,56,47,58,73,96,80,36,81
46,81,85,27,84,66,7,51,72,97
42,20,3,79,28,23,18,29,3,68
41,77,85,27,98,69,12,60,67,30
77,29,37,30,71,79,80,58,86,18
74,19,62,33,27,16,82,74,92,89
26,9,97,61,41,79,56,52,47,81
46,44,52,41,8,10,93,70,62,96
66,67,40,74,15,100,39,55,80,35
5,40,26,32,99,68,40,28,96,42
70,31,46,65,86,43,42,32,9,23
47,71,13,2,85,12,64,23,55,45
50,96,57,92,97,98,38,44,93,2
74,9,74,69,11,14,19,77,40,45
22,18,90,95,100,56,74,88,3,35
9,42,84,15,36,14,8,96,18,59
88,6,40,6,49,17,31,3,33,84
2,90,27,36,29,8,14,77,32,24
17,31,20,59,97,100,52,90,74,27
78,90,89,87,49,46,80,100,23,20
79,61,10,32,49,58,26,54,79,82
86,17,66,38,62,89,84,100,2,75
2,94,77,21,74,54,74,15,17,35
90,91,67,43,92,28,48,62,69,43
93,80,19,21,79,60,44,18,6,70
47,54,21,53,30,28,7,97,37,67
57,28,37,21,26,78,90,44,3,5
54,81,4,48,9,74,66,35,97,46
33,77,21,81,22,81,79,5,58,52
53,77,7,4,57,47,15,99,58,41
80,25,20,8,81,89,42,32,53,59
64,31,69,35,31,37,10,62,99,11
25,92,80,14,26,41,19,40,16,90
94,65,4,81,40,1,23,51,19,6
6,1,62,4,59,15,14,35,1,29
32,53,70,26,90,90,7,96,98,64
23,88,76,32,14,19,42,12,64,72
34,95,78,52,89,5,48,39,63,75
61,39,39,14,47,68,92,35,88,65
84,36,14,96,50,40,97,5,65,65
94,93,13,97,63,39,82,83,16,3
83,97,99,71,92,6,5,12,95,81
45,49,45,39,25,46,94,44,33,85
33,88,13,61,47,72,57,66,89,74
42,71,45,24,74,8,65,84,22,69
30,70,39,94,82,83,72,9,11,24
34,1,67,44,69,3,1,99,96,79
91,48,77,49,84,31,40,61,16,2
13,71,34,36,46,58,27,35,26,21
82,89,13,49,51,64,22,97,39,80
28,24,64,69,10,43,59,34,4,95
99,63,60,57,88,84,57,50,33,67
78,53,80,95,73,44,90,64,62,81
2,50,88,22,98,43,67,10,98,97
58,11,19,9,63,74,64,82,40,96
39,3,19,74,54,66,97,54,76,13
24,85,9,46,43,64,72,57,76,47
8,77,8,3,36,22,56,12,69,80
60,100,44,67,16,68,57,64,84,18
77,54,91,16,35,46,87,42,80,36
70,54,68,38,32,94,65,9,72,15
32,22,3,80,100,6,50,40,68,16
3,84,100,8,80,26,64,65,6,34
50,48,31,29,77,48,39,17,34,17
81,91,8,80,67,44,53,71,61,73
62,97,34,42,24,17,21,65,3,34
74,55,71,30,77,88,47,55,74,95
92,76,45,70,35,51,13,57,7,98
8,36,28,28,12,74,34,54,19,84
42,73,12,10,53,57,46,30,20,26
26,52,97,28,85,2,11,61,16,94
29,1,7,38,23,27,39,10,45,28
21,1,94,3,50,94,72,85,43,26
49,84,17,91,9,85,88,7,96,4
28,1,91,4,90,28,7,49,7,36
6,73,22,42,35,44,40,54,1,62
52,77,93,57,92,70,50,90,81,37
2,45,88,74,44,53,78,79,58,93
38,99,19,84,20,18,41,12,67,38
89,12,100,48,95,15,78,31,25,19
4,91,29,99,46,83,38,79,45,5
5,59,25,69,93,66,10,79,3,48
79,19,39,32,33,3,80,55,84,79
44,22,45,17,28,1,100,68,3,38
56,39,4,53,14,16,37,44,23,9
73,59,17,45,8,53,34,68,73,22
77,88,52,52,83,90,37,28,81,90
48,88,49,44,53,59,10,60,45,24
47,11,63,76,91,73,8,30,12,83
5,6,1,18,18,14,74,40,27,58
17,96,22,42,17,45,7,7,81,63
40,26,98,98,74,90,49,83,62,58
32,66,58,11,71,63,74,92,100,52
19,89,57,18,66,27,2,25,70,94
5,12,88,36,11,21,46,47,86,5
38,77,92,68,52,92,73,15,57,64
81,59,63,61,55,20,29,68,43,50
66,39,40,28,4,33,81,29,33,69
90,73,64,28,92,95,80,21,32,60
4,32,35,81,99,54,94,81,42,46
20,16,97,29,52,77,27,33,77,7
40,50,59,17,23,39,5,91,60,50
59,82,56,88,57,42,47,77,22,97
68,95,20,6,23,86,19,50,40,92
4,70,82,21,99,52,63,74,17,91
47,20,39,52,51,36,23,76,58,45
28,46,79,31,16,94,13,10,64,47
46,14,69,78,29,82,91,32,19,53
89,84,86,79,18,10,26,87,56,96
7,94,92,87,54,38,19,15,24,73
11,38,4,51,89,26,98,73,9,56
16,98,6,80,80,22,97,7,30,21
78,4,61,24,21,52,18,60,97,23
56,11,14,14,95,77,83,55,23,13
97,63,68,4,92,53,36,31,35,55
7,46,37,59,14,14,66,59,59,12
49,78,96,45,85,18,68,76,22,56
25,26,49,61,11,92,23,33,6,23
46,3,42,62,1,34,50,85,79,44
60,66,3,7,46,27,13,18,39,37
42,21,12,15,27,20,8,61,5,69
56,66,45,23,64,39,30,44,93,65
96,17,34,86,94,63,11,43,49,71
27,63,26,50,27,88,55,14,12,6
94,92,24,57,92,20,30,54,68,35
6,31,52,46,3,77,57,55,15,59
14,33,8,58,15,93,9,57,6,15
64,33,5,80,55,96,54,48,94,55
55,5,39,4,83,1,79,80,71,16
95,28,49,54,96,12,31,11,12,77
91,35,35,49,72,21,29,63,10,53
85,81,44,13,33,88,4,32,24,7
39,3,21,19,3,30,24,87,58,36
39,79,24,75,21,59,65,84,28,52
78,39,50,61,46,59,92,48,43,34
55,64,59,39,77,46,37,93,15,79
25,85,11,9,16,27,89,7,8,29
23,64,90,71,16,95,74,57,14,25
44,32,95,80,65,8,64,3,36,6
49,36,84,13,23,22,39,69,9,51
53,22,81,81,4,13,69,37,69,35
34,12,6,42,92,6,88,54,39,5
79,97,39,18,30,85,80,82,94,99
35,6,83,54,29,18,89,66,44,93
17,80,84,64,27,93,40,88,77,89
87,93,30,19,47,58,23,26,46,89
24,11,43,65,75,46,60,89,90,3
71,47,61,89,84,92,20,78,91,36
28,81,3,57,22,96,45,66,38,6
89,51,12,37,65,94,31,34,17,28
64,53,80,6,4,86,81,75,51,50
73,77,93,63,28,61,41,6,67,91
34,26,4,44,14,63,4,91,88,49
